count_point_id,year,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_4_or_more_rigid_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
37101,2014,6,London,145,Camden,A400,major,A5204,A501,529430,182000,51.52209659,-0.13582817,0.60,0.37,Estimated,"Estimated using previous year's AADF on this link",4836,1267,15266,1013,3026,674,83,3,143,9,7,919,21490
37264,2014,6,London,145,Camden,A502,major,"Castlehaven Rd","LA boundary",527450,185000,51.54950680,-0.16326642,4.30,2.67,Estimated,"Estimated using previous year's AADF on this link",644,653,12309,792,2068,275,47,1,9,3,1,336,16157
37268,2014,6,London,145,Camden,A503,major,"Bayham St",A400,529000,183970,51.53989864,-0.14130160,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",2784,2003,14811,2401,3586,585,66,0,57,0,19,727,23528
37773,2014,6,London,145,Camden,A4200,major,A40,A40,530500,181600,51.51825598,-0.12056240,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",3230,2140,16188,2920,3336,812,144,0,145,28,66,1194,25779
37824,2014,6,London,145,Camden,A5200,major,"A5200 Leighton Rd",A400,529500,185450,51.55308445,-0.13355184,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",699,548,10837,370,1788,232,12,2,5,0,0,251,13794
37825,2014,6,London,145,Camden,A5200,major,"Swinton St","Euston Rd",530470,182900,51.52994546,-0.12051354,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",1100,1813,17737,768,3665,711,90,21,137,53,37,1050,25033
37827,2014,6,London,145,Camden,A401,major,"Procter St","Gray's Inn Rd",530700,181850,51.52045642,-0.11758894,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",6485,1597,11852,2308,2742,645,99,0,27,0,9,780,19279
38368,2014,6,London,145,Camden,A4200,major,A400,"Hampstead Rd",529249,183314,51.53394649,-0.13795385,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",1386,596,4860,854,1495,220,37,5,9,3,0,273,8078
38555,2014,6,London,145,Camden,A4201,major,"Prince Albert Rd","Delancey St",528650,183580,51.53647364,-0.14648792,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",2358,1106,14169,621,2867,551,99,9,61,1,13,734,19497
38592,2014,6,London,145,Camden,A401,major,"Clerkenwell Rd","LA Boundary",531100,182130,51.52288004,-0.11172294,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",3459,686,3487,1236,1089,294,18,1,8,2,2,325,6823
38595,2014,6,London,145,Camden,A5204,major,"LA Boundary",A400,529496,181746,51.51979887,-0.13497067,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",1168,465,4189,8,1301,163,25,0,32,0,2,222,6185
47081,2014,6,London,145,Camden,A400,major,A503,A502,529060,184100,51.54105320,-0.14038931,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",1142,925,11804,1498,2810,438,56,9,30,10,14,557,17594
47245,2014,6,London,145,Camden,A501,major,A4201,A400,529004,182226,51.52422496,-0.14188225,0.40,0.25,Counted,"Manual count",3220,4403,56157,2613,12149,2150,218,67,311,102,90,2937,78258
47249,2014,6,London,145,Camden,A503,major,"St Pancras Way","Camden Park Rd",529500,184600,51.54544583,-0.13386445,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",1543,1492,15271,966,4994,597,82,16,124,20,77,916,23639
47269,2014,6,London,145,Camden,A5202,major,"Camden Rd","Royal College St",529390,184000,51.54007906,-0.13567025,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",596,294,3649,19,911,90,12,0,17,0,5,125,4998
47727,2014,6,London,145,Camden,A4201,major,"Delancey St",A400/A502/A503,528800,183800,51.53841654,-0.14424598,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1038,622,11021,401,2274,397,16,7,43,0,0,462,14780
47784,2014,6,London,145,Camden,A5200,major,A503,"A5200 Camden Park Rd",530000,184700,51.54622964,-0.12662113,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",644,419,6366,205,1274,309,44,0,108,37,16,513,8778
47785,2014,6,London,145,Camden,A5200,major,A40,"Theobalds RD",531070,181800,51.51992144,-0.11227774,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1512,704,8271,990,1561,239,52,1,25,0,0,316,11842
48159,2014,6,London,145,Camden,A400,major,A501,"New Oxford St",530000,181561,51.51802068,-0.12777887,1.20,0.75,Estimated,"Estimated using previous year's AADF on this link",1758,957,7886,1482,1556,298,46,4,59,3,3,413,12293
48352,2014,6,London,145,Camden,A400,major,A4200,A503,529350,183600,51.53649356,-0.13639354,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",2065,1270,10249,168,2102,632,61,0,44,9,24,770,14558
48537,2014,6,London,145,Camden,A41,major,"LA Boundary","Adelaide Road roundabout",526639,184005,51.54074733,-0.17531429,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",196,706,14674,1087,2282,486,97,1,69,0,21,674,19424
56124,2014,6,London,145,Camden,A5,major,A4003,"LA Boundary",525120,184020,51.54122058,-0.19720054,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",1422,971,13968,1932,3541,637,59,35,61,32,23,847,21259
56751,2014,6,London,145,Camden,A400,major,"Harrington Sq","Camden High St",529160,183270,51.53357142,-0.13925240,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",905,805,8649,902,2442,369,67,9,49,3,6,504,13302
56815,2014,6,London,145,Camden,A501,major,A4200,A5202,530000,182765,51.52884057,-0.12733503,0.60,0.37,Counted,"Manual count",3041,3177,38107,2919,7456,2016,154,82,210,69,103,2634,54293
56990,2014,6,London,145,Camden,A4200,major,A501,A400,529470,183000,51.53107409,-0.13488475,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",2018,941,7792,853,2118,353,38,7,9,8,0,415,12121
57080,2014,6,London,145,Camden,A400,major,A502,"Royal College St",528960,184400,51.54377204,-0.14172064,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",2462,992,9678,1180,2335,392,119,2,21,3,12,549,14734
57538,2014,6,London,145,Camden,A40,major,"Shaftesbury Ave","Southampton Place",530289,181427,51.51674995,-0.12366557,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",2598,2576,8841,273,3012,242,84,7,14,3,1,351,15053
57690,2014,6,London,145,Camden,A401,major,A40/A4200,"Procter St",530500,181700,51.51915464,-0.12052540,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",5677,895,9430,2616,1377,257,41,3,37,2,18,358,14677
57828,2014,6,London,145,Camden,A401,major,A400,"High Holborn",530000,181140,51.51423731,-0.12793400,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",3403,3946,10735,388,4980,467,77,6,16,2,0,567,20616
58157,2014,6,London,145,Camden,A503,major,"Camden High St","Camden Rd",529040,183800,51.53836177,-0.14078742,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",1242,776,10273,1726,1955,465,27,0,33,7,5,537,15268
58196,2014,6,London,145,Camden,A5205,major,"LA Boundary",Parkway,528470,183640,51.53705379,-0.14905987,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",645,593,13814,153,2988,724,54,0,20,3,1,803,18352
58317,2014,6,London,145,Camden,A5200,major,"Camden Rd","LA Boundary",529630,185000,51.54901066,-0.13184354,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",517,364,8321,291,1518,266,36,0,21,2,9,333,10827
75094,2014,6,London,145,Camden,A400,major,"Andrew Borde St","Oxford St",529830,181340,51.51607369,-0.13030891,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",1349,620,3069,1848,1169,273,40,1,17,0,0,331,7037
75095,2014,6,London,145,Camden,A401,major,"High Holborn","Bloomsbury Way",530110,181400,51.51654853,-0.12625380,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",1319,1001,3290,35,1057,157,19,1,4,1,0,182,5564
75096,2014,6,London,145,Camden,A401,major,"Shaftesbury Avenue","New Oxford St",530080,181400,51.51655543,-0.12668591,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",702,895,8491,134,2737,390,71,1,1,1,0,464,12721
75097,2014,6,London,145,Camden,A40,major,"Bloomsbury St","Shaftesbury Ave",530100,181450,51.51700016,-0.12637939,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",2509,863,7635,1460,2198,379,48,0,25,0,0,451,12608
75098,2014,6,London,145,Camden,A40,major,"High Holborn","Bloomsbury Way",530420,181550,51.51782510,-0.12173322,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",324,275,1713,10,433,86,9,1,0,0,0,95,2527
75099,2014,6,London,145,Camden,A40,major,"Southampton Place",Kingsway,530480,181520,51.51754166,-0.12088007,0.10,0.06,Estimated,"Estimated from nearby links",1025,797,12615,801,2639,480,67,11,108,21,41,728,17580
75100,2014,6,London,145,Camden,A40,major,"Southampton Place","Southampton Row",530420,181650,51.51872377,-0.12169624,0.10,0.06,Estimated,"Estimated from nearby links",883,686,10860,690,2272,414,58,9,93,18,35,626,15134
75101,2014,6,London,145,Camden,A40,major,"High Holborn","Theobalds Rd",530590,181600,51.51823520,-0.11926602,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",3403,1977,10125,1706,2105,482,40,6,22,3,6,557,16469
75102,2014,6,London,145,Camden,A40,major,Kingsway,"Procter St",530550,181530,51.51761537,-0.11986810,0.10,0.06,Estimated,"Estimated from nearby links",927,721,11411,725,2387,434,61,10,98,19,37,658,15902
75103,2014,6,London,145,Camden,A5202,major,"St Pancras Way","Kentish Town Rd",529000,184500,51.54466157,-0.14110752,0.10,0.06,Estimated,"Estimated from nearby links",734,571,9036,574,1890,344,48,8,78,15,29,521,12592
75136,2014,6,London,145,Camden,A5,major,"LA Boundary","B414 Kilburn Park Road",525610,183400,51.53553996,-0.19035970,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",1422,971,13968,1932,3541,637,59,35,61,32,23,847,21259
76054,2014,6,London,145,Camden,A501,major,"Tottenham Court Road","Gower Street",529360,182384,51.52556350,-0.13669569,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",1223,2147,45412,1399,9225,1176,36,14,449,24,224,1923,60106
80722,2014,6,London,145,Camden,A5202,major,A501,"Royal College St",530150,183130,51.53208616,-0.12503914,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",489,115,17161,337,567,136,0,0,6,0,0,142,18322
942304,2014,6,London,145,Camden,B510,minor,,,525323,185330,51.55294845,-0.19380874,0.00,0.00,Counted,"Manual count",143,215,6074,382,1410,237,11,5,83,0,5,341,8422
942305,2014,6,London,145,Camden,B521,minor,,,531314,181941,51.52113192,-0.10871053,0.00,0.00,Counted,"Manual count",760,327,1609,3,695,132,4,0,3,0,0,139,2773
942307,2014,6,London,145,Camden,B502,minor,,,530149,182117,51.52298296,-0.12542749,0.00,0.00,Counted,"Manual count",732,202,1350,10,465,95,14,1,2,0,0,112,2139
942310,2014,6,London,145,Camden,U,minor,,,529076,184496,51.54460827,-0.14001362,0.00,0.00,Counted,"Manual count",15,9,62,0,30,2,0,0,0,0,0,2,102
951701,2014,6,London,145,Camden,B519,minor,,,526422,186757,51.56552769,-0.17745338,0.00,0.00,Counted,"Manual count",380,563,14866,331,2457,249,23,6,23,2,1,303,18520
951703,2014,6,London,145,Camden,U,minor,,,525830,185148,51.55120010,-0.18656505,0.00,0.00,Counted,"Manual count",10,12,717,3,79,14,1,0,3,0,0,18,827
951704,2014,6,London,145,Camden,U,minor,,,528657,186240,51.56037660,-0.14541520,0.00,0.00,Counted,"Manual count",207,51,1144,0,92,16,0,0,0,0,0,16,1304
6425,2013,6,London,145,Camden,A40,major,"Procter St","Gray's Inn Rd",531000,181610,51.51823022,-0.11335663,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",3355,1109,11717,1263,1938,640,57,2,79,1,1,781,16808
7043,2013,6,London,145,Camden,A400,major,A502,"Delancey St",528950,183780,51.53820259,-0.14209170,0.20,0.12,Counted,"Manual count",897,724,8288,1191,2055,472,74,0,21,0,3,570,12828
7044,2013,6,London,145,Camden,A400,major,A501,"Harrington Sq",529200,183000,51.53113588,-0.13877500,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",2101,1528,22859,1900,4080,1082,70,0,131,15,42,1341,31707
7214,2013,6,London,145,Camden,A503,major,A400,A5202,529150,184100,51.54103264,-0.13909228,0.20,0.12,Counted,"Manual count",2538,1756,20174,1210,4998,943,86,3,169,19,49,1269,29406
7237,2013,6,London,145,Camden,A5202,major,B512,A503,529300,184000,51.54009966,-0.13696726,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",1071,363,7886,154,2015,290,33,4,30,3,5,364,10783
7671,2013,6,London,145,Camden,A4200,major,A40,A501,529970,182300,51.52466869,-0.12793867,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",1932,1004,8573,1563,2119,767,127,0,180,12,7,1093,14352
7717,2013,6,London,145,Camden,A5201,major,"Gray's Inn Rd","LA Boundary",531300,182040,51.52202484,-0.10887534,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",5610,1853,9616,804,2850,451,25,4,18,1,2,501,15625
8381,2013,6,London,145,Camden,A5200,major,"Acton St","Swinton St",530560,182730,51.52839696,-0.11927979,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",1019,686,9683,773,1471,168,94,3,27,1,0,293,12905
8438,2013,6,London,145,Camden,A201,major,"Gray's Inn Rd","King's Cross Road",530620,182725,51.52833817,-0.11841721,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",597,657,6186,661,1057,353,40,8,70,34,19,524,9086
8469,2013,6,London,145,Camden,A400,major,A40,A5204,529700,181590,51.51835019,-0.13208946,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",2111,1229,8498,1038,2311,498,87,13,58,0,0,655,13730
16401,2013,6,London,145,Camden,A40,major,A400,"Bloomsbury St",530000,181430,51.51684343,-0.12782715,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",3824,795,5802,4295,1089,200,26,1,19,2,0,248,12229
16434,2013,6,London,145,Camden,A41,major,"Adelaide Road roundabout",A598,526150,185000,51.54979866,-0.18200525,2.50,1.55,Counted,"Manual count",1162,1983,35745,1677,4784,568,122,0,114,26,47,877,45066
17007,2013,6,London,145,Camden,A400,major,"Royal College St","LA Boundary",529000,185000,51.54915490,-0.14092437,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",3573,1137,13471,1265,3206,758,101,11,34,12,23,939,20017
17008,2013,6,London,145,Camden,A400,major,"Hampstead Rd",A4200,529200,183160,51.53257375,-0.13871635,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",1078,1019,10293,1091,2414,429,59,18,30,15,10,561,15378
17169,2013,6,London,145,Camden,A501,major,A400,A4200,529600,182500,51.52655097,-0.13319548,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1173,1784,29380,2443,5158,1521,219,0,291,77,132,2240,41004
17170,2013,6,London,145,Camden,A502,major,A400/A503,"Castlehaven Road",528830,184000,51.54020703,-0.14374053,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",455,328,5159,710,1579,293,33,3,11,12,1,353,8129
17196,2013,6,London,145,Camden,A5202,major,"Royal College St","Camden Rd",529120,184380,51.54355576,-0.13942199,0.30,0.19,Counted,"Manual count",1304,275,5525,212,652,274,17,0,4,0,2,298,6962
17637,2013,6,London,145,Camden,A4200,major,"LA Boundary",A40,530600,181300,51.51553691,-0.11923304,0.30,0.19,Counted,"Manual count",2888,1840,17576,3722,5319,737,65,2,64,2,0,869,29326
17688,2013,6,London,145,Camden,A5200,major,"Clerkenwell Rd","Acton St",530720,182400,51.52539441,-0.11709697,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",1019,686,9683,773,1471,168,94,3,27,1,0,293,12905
18077,2013,6,London,145,Camden,A501,major,A5202,"Gray's Inn Rd",530276,182939,51.53034069,-0.12329425,0.10,0.06,Counted,"Dependent on a neighbouring counted link",3859,3233,41394,2505,5301,1277,165,9,182,77,166,1876,54309
18170,2013,6,London,145,Camden,A40,major,"Charing Cross Road","Shaftesbury Ave",529917,181308,51.51576614,-0.12906759,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",406,1287,4815,59,1778,211,33,3,21,4,4,275,8214
18611,2013,6,London,145,Camden,A503,major,"Camden Park Rd",A5200,529780,184952,51.54854485,-0.12969914,0.10,0.06,Counted,"Manual count",2735,2331,18231,1018,4469,815,105,1,175,26,47,1170,27218
27075,2013,6,London,145,Camden,A400,major,A502/A503,A502,528930,184000,51.54018422,-0.14229941,0.40,0.25,Counted,"Manual count",525,409,4893,638,724,261,28,0,19,0,8,315,6979
27241,2013,6,London,145,Camden,A503,major,A5202,"St Pancras Way",529230,184250,51.54236234,-0.13788433,0.10,0.06,Counted,"Manual count",2635,1970,20266,1053,5370,916,65,2,91,8,14,1097,29756
27264,2013,6,London,145,Camden,A5202,major,A503,"St Pancras Way",529110,184330,51.54310871,-0.13958444,0.30,0.19,Counted,"Manual count",444,204,3780,273,1049,151,34,0,24,1,0,209,5516
27733,2013,6,London,145,Camden,A4201,major,A501,"Prince Albert Road",528760,183000,51.53123630,-0.14511470,1.50,0.93,Estimated,"Estimated using previous year's AADF on this link",598,816,8559,571,2469,361,31,4,44,1,0,442,12857
27785,2013,6,London,145,Camden,A40,major,"Shaftesbury Ave","Southampton Place",530300,181560,51.51794264,-0.12345801,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",2332,842,7524,1501,2157,430,50,0,26,0,0,507,12530
28216,2013,6,London,145,Camden,A502,major,"Chalk Farm Road",A400,528800,184300,51.54290988,-0.14406319,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",698,695,8788,759,2388,313,44,8,33,2,6,405,13035
28313,2013,6,London,145,Camden,A201,major,"Gray's Inn Rd","King's Cross Rd",530680,182810,51.52908815,-0.11752126,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",137,954,7579,139,2183,433,77,11,71,10,23,625,11480
28379,2013,6,London,145,Camden,A503,major,Parkway,"Camden High St",528950,183630,51.53685459,-0.14214659,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1246,727,8016,226,1555,321,40,1,33,0,0,395,10919
28498,2013,6,London,145,Camden,A503,major,"Kentish Town Rd","Bayham St",528950,183920,51.53946072,-0.14204046,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",514,560,11092,793,3391,594,30,3,33,2,6,668,16504
28758,2013,6,London,145,Camden,A5200,major,"LA Boundary","Camden Rd",529850,184770,51.54689320,-0.12875728,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",600,420,6021,244,1159,278,52,0,29,0,9,369,8212
37100,2013,6,London,145,Camden,A400,major,"Delancey St","Hampstead Rd",529140,183500,51.53564293,-0.13945630,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",1412,1167,17407,1615,3871,823,153,19,104,6,6,1112,25173
